Date : 2023-12-06 19:01:18
Directory : /Users/andrearizza/Desktop/react/wehub/src
Total : 74 files,  2556 codes, 187 comments, 277 blanks, all 3020 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| /Users/andrearizza/Desktop/react/wehub/src/pages/DettaglioPagine/Interviste.jsx                  | JavaScript JSX |         35 |          5 |         -8 |         32 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/DettaglioPagine/ListaNeed.jsx                   | JavaScript JSX |          0 |         -1 |         -4 |         -5 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/DettaglioPagine/NeedMatchPages.jsx              | JavaScript JSX |         18 |          0 |        -15 |          3 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/FatturazioneAttiva.jsx                          | JavaScript JSX |          0 |         -5 |         -4 |         -9 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/FatturazionePassiva.jsx                         | JavaScript JSX |         20 |         -6 |         -4 |         10 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/Fornitori.jsx                                   | JavaScript JSX |         10 |         -2 |          1 |          9 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/HR.jsx                                          | JavaScript JSX |         58 |         -2 |          1 |         57 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/KeyPeople.jsx                                   | JavaScript JSX |         15 |          1 |          0 |         16 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/ModificaPagine/ModificaAzienda.jsx              | JavaScript JSX |         53 |          0 |          6 |         59 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/ModificaPagine/ModificaContatto.jsx             | JavaScript JSX |         43 |          0 |          7 |         50 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/ModificaPagine/ModificaDipendente.jsx           | JavaScript JSX |        112 |          0 |         12 |        124 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/ModificaPagine/ModificaFatturazionePassiva.jsx  | JavaScript JSX |         69 |          2 |         14 |         85 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/ModificaPagine/ModificaFornitori.jsx            | JavaScript JSX |         42 |          0 |          9 |         51 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/ModificaPagine/ModificaIntervista.jsx           | JavaScript JSX |        116 |          0 |         22 |        138 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/ModificaPagine/ModificaNeed.jsx                 | JavaScript JSX |         36 |          0 |          3 |         39 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/ModificaPagine/ModificaProgetto.jsx             | JavaScript JSX |         97 |          0 |         14 |        111 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/ModificaPagine/ModificaStaffing.jsx             | JavaScript JSX |        132 |          0 |         28 |        160 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/Need.jsx                                        | JavaScript JSX |         10 |         11 |          0 |         21 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/Progetti.jsx                                    | JavaScript JSX |         11 |          0 |         -1 |         10 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/Prova.jsx                                       | JavaScript JSX |         19 |          1 |        -20 |          0 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/Prova2.jsx                                      | JavaScript JSX |         29 |          3 |          2 |         34 |
| /Users/andrearizza/Desktop/react/wehub/src/pages/Recruiting.jsx                                  | JavaScript JSX |         -7 |         10 |          1 |          4 |
| /Users/andrearizza/Desktop/react/wehub/src/styles/DettaglioAziende.css                           | CSS            |          0 |          0 |          2 |          2 |
| /Users/andrearizza/Desktop/react/wehub/src/styles/DettaglioAziende.module.css                    | CSS            |         10 |          2 |          4 |         16 |
| Total                                                                                            |                |      2,556 |        187 |        277 |      3,020 |
+--------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
